2016-05-11 09:22:47 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (fptrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))
2016-05-11 15:40:17 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND larctrained > 0 AND commodity_alias = 'so_implants' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 15:46:11 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (fptrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 15:47:07 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND fptrained > 0 AND commodity_alias = 'so_fp_seven_days' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 15:48:10 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (larctrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 15:49:48 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND larctrained > 0 AND commodity_alias = 'so_implants' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 15:56:13 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (fptrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 15:57:23 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND fptrained > 0 AND commodity_alias = 'so_fp_seven_days' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 15:58:20 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (larctrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 16:00:02 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND larctrained > 0 AND commodity_alias = 'so_implants' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 16:14:42 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (fptrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 16:15:28 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND fptrained > 0 AND commodity_alias = 'so_fp_seven_days' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 16:16:04 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (larctrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 16:17:01 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND larctrained > 0 AND commodity_alias = 'so_implants' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 16:21:45 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (fptrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 16:22:34 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND fptrained > 0 AND commodity_alias = 'so_fp_seven_days' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 16:23:08 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (larctrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 16:24:09 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND larctrained > 0 AND commodity_alias = 'so_implants' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 16:46:26 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (fptrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 16:47:06 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND fptrained > 0 AND commodity_alias = 'so_fp_seven_days' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 16:47:46 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (larctrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 16:48:45 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND larctrained > 0 AND commodity_alias = 'so_implants' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 16:56:20 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (fptrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 16:57:06 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND fptrained > 0 AND commodity_alias = 'so_fp_seven_days' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

2016-05-11 16:57:49 SELECT DISTINCT(date),MONTHNAME(date) as month_name, COALESCE(fid_count,0)  as fid_count, month_name_thw, year FROM facility_report_rate frr LEFT JOIN (SELECT COALESCE(COUNT(DISTINCT(facid)),0) AS `fid_count`, MONTHNAME(date) AS `month_name_thw`, YEAR(date) AS `year`, date AS datehw FROM `facility_worker_training_counts_view` AS `fwtc` INNER JOIN `facility_report_rate` AS `frr` ON facid = frr.facility_id INNER JOIN `facility_location_view` AS `flv` ON facid = flv.id WHERE (larctrained > 0 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY `date` ORDER BY `date` ASC ) as thw ON frr.date = datehw WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)))

2016-05-11 16:59:08 SELECT DISTINCT(date),MONTHNAME(date), COALESCE(fid_count,0)  as fid_count, month_name, year, date_so FROM facility_report_rate frr LEFT JOIN ( SELECT COUNT(DISTINCT(c.facility_id)) AS `fid_count`, MONTHNAME(date) AS month_name, YEAR(date) AS year, date as date_so FROM commodity AS c INNER JOIN `commodity_name_option` AS `cno` ON cno.id = c.name_id INNER JOIN `facility_worker_training_counts_view` AS `fwtc` ON c.facility_id = facid INNER JOIN `facility_location_view` AS `flv` ON c.facility_id = flv.id WHERE (facility_reporting_status = 1 AND (date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH)) AND larctrained > 0 AND commodity_alias = 'so_implants' AND stock_out='Y' AND flv.geo_parent_id IN ('1811','1812','1813','1814','1815','1816')) GROUP BY date  ORDER BY date  ) as fac_so ON frr.date = date_so WHERE ((date <= (SELECT MAX(date) FROM facility_report_rate) AND date >= DATE_SUB((SELECT MAX(date) FROM facility_report_rate), INTERVAL 11 MONTH))) GROUP BY date ORDER BY date

